Team,Logo_URL
West Chester,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/west-chester.svg
Cal St. Dom. Hills,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/cal-st-dom-hills.svg
California (PA),https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/california-pa.svg
Catawba,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/catawba.svg
Columbus St.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/columbus-st.svg
Lake Erie,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/lake-erie.svg
Young Harris,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/young-harris.svg
Miles,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/miles.svg
Montevallo,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/montevallo.svg
Central Mo.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/central-mo.svg
East Stroudsburg,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/east-stroudsburg.svg
UAH,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/ala-huntsville.svg
Ark.-Fort Smith,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/ark-fort-smith.svg
Millersville,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/millersville.svg
Staten Island,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/staten-island.svg
Morehouse,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/morehouse.svg
St. Mary's (TX),https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/st-marys-tx.svg
Virginia St.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/virginia-st.svg
William Jewell,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/william-jewell.svg
Missouri S&T,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/missouri-snt.svg
Wheeling,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/wheeling-jesuit.svg
Fla. Southern,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/fla-southern.svg
Shepherd,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/shepherd.svg
Minn. Duluth,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/minn-duluth.svg
Alas. Anchorage,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/alas-anchorage.svg
Colorado Mesa,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/colorado-mesa.svg
Goldey-Beacom,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/goldey-beacom.svg
Rogers St.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/rogers-st.svg
Augustana (SD),https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/augustana-sd.svg
Bentley,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/bentley.svg
Charleston (WV),https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/charleston-wv.svg
Concordia-St. Paul,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/concordia-st-paul.svg
Fort Hays St.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/fort-hays-st.svg
Ohio Dominican,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/ohio-dominican.svg
USC Beaufort,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/usc-beaufort.svg
Ashland,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/ashland.svg
Mont. St. Billings,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/mont-st-billings.svg
UVA Wise,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/uva-wise.svg
West Tex. A&M,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/west-tex-am.svg
Minnesota St.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/minn-st-mankato.svg
Missouri Western,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/mo-western-st.svg
Adams St.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/adams-st.svg
Carson-Newman,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/carson-newman.svg
Fort Lewis,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/fort-lewis.svg
North Greenville,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/north-greenville.svg
Northwest Nazarene,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/northwest-nazarene.svg
Trevecca Nazarene,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/trevecca-nazarene.svg
Valdosta St.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/valdosta-st.svg
Lake Superior St.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/lake-superior-st.svg
Lincoln Memorial,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/lincoln-memorial.svg
Dominican (CA),https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/dominican-ca.svg
Upper Iowa,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/upper-iowa.svg
Adelphi,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/adelphi.svg
Cal Poly Pomona,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/cal-poly-pomona.svg
Findlay,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/findlay.svg
Flagler,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/flagler.svg
Glenville St.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/glenville-st.svg
Hawaii Pacific,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/hawaii-pacific.svg
Westmont,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/westmont-college.svg
Pace,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/pace.svg
Shaw,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/shaw.svg
Cal St. Monterey Bay,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/cal-st-monterey-bay.svg
Ill. Springfield,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/ill-springfield.svg
Slippery Rock,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/slippery-rock.svg
St. Thomas Aquinas,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/st-thomas-aquinas.svg
Emmanuel (GA),https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/emmanuel-ga.svg
Mo. Southern St.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/mo-southern-st.svg
Seton Hill,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/seton-hill.svg
UT Tyler,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/texas-tyler.svg
Saint Michael's,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/saint-michaels.svg
Jefferson,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/philadelphia-u.svg
Savannah St.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/savannah-st.svg
Southwest Minn. St.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/southwest-minn-st.svg
Tampa,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/tampa.svg
Assumption,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/assumption.svg
Barry,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/barry.svg
UIndy,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/indianapolis.svg
Chowan,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/chowan.svg
Claflin,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/claflin.svg
Emory & Henry,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/emory-henry.svg
Ga. Southwestern,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/ga-southwestern.svg
Georgia College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/georgia-college.svg
Ky. Wesleyan,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/ky-wesleyan.svg
Mo.-St. Louis,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/mo-st-louis.svg
Northwood,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/northwood-mi.svg
Vanguard,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/vanguard.svg
Angelo St.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/angelo-st.svg
Drury,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/drury.svg
Seattle Pacific,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/seattle-pacific.svg
Biola,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/biola.svg
Jessup,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/jessup.svg
Lee,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/lee.svg
CUI,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/concordia-irvine.svg
Cal Poly Humboldt,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/humboldt-st.svg
Alas. Fairbanks,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/alas-fairbanks.svg
East Central,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/east-central.svg
Southern N.H.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/southern-nh.svg
UCCS,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/uc-colo-springs.svg
Wayne St. (NE),https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/wayne-st-ne.svg
Wingate,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/wingate.svg
Central Wash.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/central-wash.svg
Bluefield St.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/bluefield-st.svg
Central Okla.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/central-okla.svg
Colo. Sch. of Mines,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/colorado-mines.svg
Caldwell,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/caldwell.svg
Concord,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/concord.svg
Frostburg St.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/frostburg-st.svg
Pittsburg St.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/pittsburg-st.svg
Sioux Falls,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/sioux-falls.svg
Cal St. San Marcos,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/cal-st-san-marcos.svg
LeMoyne-Owen,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/lemoyne-owen.svg
Lynn,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/lynn.svg
Malone,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/malone.svg
Purdue Northwest,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/purdue-northwest.svg
Southwest Baptist,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/southwest-baptist.svg
Edward Waters,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/edward-waters.svg
Northwest Mo. St.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/northwest-mo-st.svg
CSUSB,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/cal-st-san-bdino.svg
Davenport,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/davenport.svg
Fresno Pacific,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/fresno-pacific.svg
Shippensburg,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/shippensburg.svg
Southern Wesleyan,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/southern-wesleyan.svg
Eckerd,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/eckerd.svg
Wayne St. (MI),https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/wayne-st-mi.svg
Fort Valley St.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/fort-valley-st.svg
Barton,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/barton.svg
Dominican (NY),https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/dominican-ny.svg
MSU Moorhead,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/minn-st-moorhead.svg
Cedarville,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/cedarville.svg
Chaminade,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/chaminade.svg
Colo. Christian,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/colo-christian.svg
Edinboro,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/edinboro.svg
Embry-Riddle (FL),https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/embry-riddle-fl.svg
Northeastern St.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/northeastern-st.svg
Saginaw Valley,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/saginaw-valley.svg
Stanislaus St.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/cal-st-stanislaus.svg
Benedict,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/benedict.svg
Okla. Christian,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/okla-christian.svg
King (TN),https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/king-tn.svg
Holy Family,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/holy-family.svg
Rollins,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/rollins.svg
Tex. A&M-Kingsville,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/tex-am-kingsville.svg
USC Aiken,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/sc-aiken.svg
Western Wash.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/western-wash.svg
Thomas More,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/thomas-more.svg
Neb.-Kearney,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/neb-kearney.svg
Clarion,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/clarion.svg
Johnson C. Smith,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/johnson-c-smith.svg
Pitt.-Johnstown,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/pitt-johnstown.svg
Quincy,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/quincy.svg
Truman St.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/truman.svg
Westminster (UT),https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/westminster-ut.svg
Wis.-Parkside,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/wis-parkside.svg
Southern Conn. St.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/southern-conn-st.svg
Albany St. (GA),https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/albany-st-ga.svg
Minot St.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/minot-st.svg
Northern St.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/northern-st.svg
Post,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/post.svg
N.M. Highlands,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/nm-highlands.svg
Augusta,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/gru-augusta.svg
Central St. (OH),https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/central-st-oh.svg
Converse,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/converse.svg
Delta St.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/delta-st.svg
Lincoln (MO),https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/lincoln-mo.svg
Northwestern Okla.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/northwestern-okla.svg
Southern Ark.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/southern-ark.svg
Union (TN),https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/union-tn.svg
Henderson St.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/henderson-st.svg
Hillsdale,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/hillsdale.svg
Southwestern Okla.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/southwestern-okla.svg
Bridgeport,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/bridgeport.svg
Lane,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/lane.svg
Livingstone,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/livingstone.svg
Shorter,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/shorter.svg
Ark.-Monticello,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/ark-monticello.svg
Ferris St.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/ferris-st.svg
Florida Tech,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/florida-tech.svg
Lees-McRae,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/lees-mcrae.svg
MSU Denver,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/metro-st.svg
Mississippi Col.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/mississippi-col.svg
Newberry,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/newberry.svg
Roberts Wesleyan,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/roberts-wesleyan.svg
Tusculum,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/tusculum.svg
UT Permian Basin,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/tex-permian-basin.svg
Western Colo.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/western-st.svg
Wilmington (DE),https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/wilmington-de.svg
Georgian Court,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/georgian-court.svg
Mount Olive,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/mount-olive.svg
Davis & Elkins,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/davis-elkins.svg
Lincoln (PA),https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/lincoln-pa.svg
Bemidji St.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/bemidji-st.svg
Western Ore.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/western-ore.svg
Cal State LA,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/cal-st-la.svg
Emporia St.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/emporia-st.svg
Mars Hill,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/mars-hill.svg
South Dakota Mines,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/south-dakota-mines.svg
Winona St.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/winona-st.svg
Southeastern Okla.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/southeastern-okla.svg
Belmont Abbey,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/belmont-abbey.svg
D'Youville,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/dyouville.svg
Chestnut Hill,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/chestnut-hill.svg
Chico St.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/chico-st.svg
Lock Haven,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/lock-haven.svg
Midwestern St.,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/midwestern-st.svg
Molloy,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/molloy.svg
